,branch,synset,glossary,expert_certainty,old_bl_label,blness,accuracy,p1_rt,p1_acc,p2_rt,p2_acc,p3_rt,p3_acc,p4_rt,p4_acc,p5_rt,p5_acc,p6_rt,p6_acc,p7_rt,p7_acc,p8_rt,p8_acc,p9_rt,p9_acc,p10_rt,p10_acc,p11_rt,p11_acc,p12_rt,p12_acc,p13_rt,p13_acc,p14_rt,p14_acc,p15_rt,p15_acc,p16_rt,p16_acc,p17_rt,p17_acc,p18_rt,p18_acc,p19_rt,p19_acc,p20_rt,p20_acc,p21_rt,p21_acc,p22_rt,p22_acc,p23_rt,p23_acc,p24_rt,p24_acc,sample_mean_rt,sample_median_rt,sample_mean_acc,sample_std_deviation
39,edible_fruit.n.01,orange.n.01,round yellow to orange fruit of any of several citrus trees,True,1,1.0,1.0,496.5,1.0,341.0,1.0,383.0,1.0,490.0,1.0,615.5,1.0,426.0,1.0,399.0,1.0,528.5,1.0,705.5,1.0,482.0,1.0,439.5,1.0,711.5,1.0,964.0,0.5,349.0,1.0,435.5,1.0,381.5,1.0,534.5,1.0,443.5,1.0,758.0,1.0,471.0,1.0,376.0,1.0,383.0,1.0,388.5,1.0,437.0,1.0,497.4791666666667,441.5,0.9791666666666666,152.26681952976537
47,edible_fruit.n.01,passion_fruit.n.01,egg-shaped tropical fruit of certain passionflower vines; used for sherbets and confectionery and drinks,True,1,1.0,1.0,907.0,1.0,377.0,1.0,533.0,1.0,471.0,0.5,686.5,1.0,484.0,1.0,529.5,1.0,1428.0,1.0,759.0,1.0,653.5,0.5,490.0,1.0,634.0,1.0,594.5,1.0,375.0,1.0,435.0,1.0,559.0,1.0,1432.0,1.0,560.0,1.0,1631.0,1.0,492.0,0.5,396.5,1.0,511.5,1.0,605.0,1.0,757.0,1.0,679.2083333333334,559.5,0.9375,341.9479656788209
49,edible_fruit.n.01,pear.n.01,sweet juicy gritty-textured fruit available in many varieties,True,1,1.0,1.0,560.0,1.0,705.0,1.0,493.5,1.0,392.5,1.0,390.5,1.0,400.0,1.0,469.5,1.0,683.5,1.0,520.5,1.0,586.0,1.0,482.0,1.0,623.0,1.0,492.0,1.0,393.0,1.0,556.5,1.0,460.0,1.0,612.5,1.0,445.0,1.0,667.5,1.0,433.5,1.0,660.0,1.0,508.0,1.0,566.5,1.0,754.0,0.5,535.6041666666666,514.25,0.9791666666666666,107.48690306130392
94,furniture.n.01,pew.n.01,long bench with backs; used in church by the congregation,True,0,0.0,1.0,631.0,0.5,442.0,0.5,880.0,1.0,827.0,0.0,741.5,0.5,370.0,1.0,673.5,1.0,1092.5,0.5,1103.0,0.5,621.5,0.5,988.5,1.0,708.5,0.5,1271.5,0.0,656.0,0.0,582.5,0.5,713.5,0.5,834.0,0.5,814.0,1.0,1035.0,1.0,905.0,0.5,665.0,1.0,1132.0,1.0,679.5,0.5,782.5,1.0,797.8958333333334,762.0,0.625,221.64586811273807
20,hand_tool.n.01,phillips_screwdriver.n.01,a screwdriver for use with Phillips screws,True,0,0.5,1.0,843.5,1.0,446.5,1.0,439.0,1.0,478.5,0.5,896.0,1.0,367.0,1.0,507.5,1.0,827.0,1.0,971.5,1.0,582.5,1.0,558.0,1.0,674.0,1.0,591.5,1.0,570.0,1.0,524.5,1.0,834.0,1.0,1254.5,1.0,417.0,1.0,1071.0,1.0,984.0,0.5,632.5,1.0,521.5,0.5,865.5,1.0,622.0,0.5,686.625,606.75,0.9166666666666666,234.22124666926427
57,musical_instrument.n.01,piano.n.01,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,True,1,1.0,1.0,616.5,1.0,368.0,1.0,605.5,1.0,395.0,1.0,491.5,1.0,466.0,1.0,477.0,1.0,638.0,0.5,453.0,1.0,450.0,1.0,543.5,1.0,621.0,1.0,528.5,1.0,339.5,1.0,470.5,1.0,447.5,1.0,535.5,1.0,402.0,1.0,894.5,1.0,423.5,1.0,501.0,1.0,396.5,0.5,468.5,1.0,531.0,1.0,502.6458333333333,473.75,0.9583333333333334,116.14070169660467
80,musical_instrument.n.01,piccolo.n.01,a small flute; pitched an octave above the standard flute,True,0,0.0,1.0,750.5,0.5,534.0,0.5,480.5,1.0,650.5,1.0,727.5,1.0,603.0,1.0,449.0,1.0,591.0,1.0,961.5,1.0,683.5,1.0,738.5,1.0,884.0,0.5,829.0,0.5,608.5,1.0,506.0,1.0,796.0,1.0,1100.5,0.5,662.5,1.0,885.5,1.0,760.0,0.5,459.5,1.0,976.0,1.0,580.5,1.0,680.0,1.0,704.0625,681.75,0.875,173.17484959603314
13,hand_tool.n.01,plane.n.05,a carpenter's hand tool with an adjustable blade for smoothing or shaping wood,True,1,0.5,1.0,453.5,0.5,522.0,0.5,541.5,0.5,468.0,0.5,626.5,0.5,650.0,1.0,647.0,1.0,1056.0,1.0,709.0,0.5,598.0,0.5,458.5,0.5,814.0,1.0,791.5,1.0,503.5,0.5,618.5,0.5,619.0,0.5,777.0,0.5,904.5,1.0,1090.5,0.5,763.5,0.5,655.0,0.5,642.5,0.5,612.5,1.0,636.5,0.0,673.2708333333334,639.5,0.625,168.75187465410676
15,hand_tool.n.01,pliers.n.01,a gripping hand tool with two hinged arms and (usually) serrated jaws,True,1,0.5,1.0,713.5,0.5,716.5,1.0,705.5,1.0,720.0,1.0,687.5,1.0,676.0,1.0,687.5,1.0,663.0,1.0,667.0,1.0,738.5,1.0,641.5,1.0,1213.0,1.0,919.0,0.5,732.5,0.0,657.5,1.0,1295.0,1.0,1513.5,0.5,938.0,1.0,2316.0,1.0,853.0,1.0,634.5,1.0,801.5,0.5,854.5,0.5,1209.0,1.0,898.0625,726.25,0.8541666666666666,383.71740939360456
51,edible_fruit.n.01,plum.n.02,any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit,True,1,1.0,1.0,719.5,1.0,411.0,1.0,526.0,1.0,708.5,0.0,667.0,1.0,353.5,1.0,478.0,1.0,517.0,1.0,522.5,1.0,648.0,1.0,564.0,1.0,451.5,1.0,539.5,1.0,782.5,1.0,445.5,1.0,617.5,0.5,584.0,1.0,535.5,1.0,1419.0,0.5,418.5,1.0,617.0,0.5,486.5,0.5,721.0,0.0,617.0,0.5,597.9166666666666,551.75,0.8125,206.75461546116148
24,hand_tool.n.01,putty_knife.n.01,a spatula used to mix or apply putty,False,0,0.3,0.5,904.5,1.0,439.5,1.0,465.5,0.5,1140.0,0.5,1186.0,0.5,512.5,1.0,650.5,0.5,643.0,1.0,831.0,1.0,640.5,1.0,1580.0,1.0,734.5,0.5,1478.5,0.5,501.5,1.0,430.5,1.0,1055.0,1.0,1313.5,1.0,723.0,1.0,1679.5,0.5,935.5,0.5,454.0,1.0,505.5,1.0,957.5,0.5,1212.5,0.5,873.9166666666666,782.75,0.7916666666666666,382.71943596669695
122,clothing.n.01,raincoat.n.01,a water-resistant coat,True,0,1.0,1.0,594.5,1.0,514.0,1.0,429.0,1.0,576.0,1.0,775.5,1.0,589.0,1.0,462.0,1.0,570.5,1.0,460.5,1.0,492.5,1.0,506.5,1.0,525.0,0.5,699.5,1.0,470.0,1.0,439.5,1.0,846.0,1.0,1138.5,1.0,453.0,1.0,725.5,1.0,708.5,1.0,409.0,1.0,819.5,1.0,673.0,1.0,751.0,1.0,609.5,573.25,0.9791666666666666,173.9912541530152
125,clothing.n.01,robe.n.01,any loose flowing garment,True,1,1.0,1.0,438.5,1.0,394.0,0.5,419.5,1.0,414.0,1.0,936.5,1.0,394.0,1.0,393.0,1.0,735.5,1.0,540.5,1.0,554.0,1.0,452.5,1.0,486.0,1.0,492.5,1.0,532.0,1.0,500.0,1.0,486.0,1.0,476.0,1.0,497.0,1.0,1341.5,1.0,580.5,1.0,423.5,1.0,414.5,1.0,451.5,1.0,698.0,0.5,543.7916666666666,486.0,0.9583333333333334,211.5920971579755
70,musical_instrument.n.01,sackbut.n.01,a medieval musical instrument resembling a trombone,True,0,0.0,1.0,482.5,0.0,485.5,0.5,623.0,0.5,530.5,0.5,787.5,0.5,592.0,1.0,924.5,0.5,563.5,0.5,911.5,0.5,736.5,0.0,759.5,0.5,1007.0,0.5,669.0,0.5,576.5,0.5,470.5,1.0,989.0,1.0,783.5,0.5,472.5,0.0,843.5,1.0,619.5,0.5,865.5,1.0,687.0,1.0,766.5,1.0,686.5,1.0,701.375,686.75,0.6041666666666666,165.5696523599923
17,hand_tool.n.01,saw.n.02,hand tool having a toothed blade for cutting,True,1,1.0,1.0,537.5,0.5,385.0,1.0,386.5,1.0,489.5,0.5,645.0,1.0,342.5,1.0,502.5,1.0,854.0,1.0,821.5,1.0,566.0,1.0,610.0,1.0,436.0,1.0,532.5,1.0,521.0,1.0,403.0,1.0,702.0,1.0,602.5,1.0,836.0,1.0,1053.0,1.0,492.0,1.0,423.0,1.0,878.5,1.0,741.5,0.5,681.0,0.5,601.75,551.75,0.9166666666666666,185.9731163367437
113,clothing.n.01,scarf.n.01,a garment worn around the head or neck or shoulders for warmth or decoration,True,1,0.5,1.0,505.0,1.0,641.5,0.5,595.0,1.0,651.0,1.0,429.0,1.0,559.0,1.0,479.0,1.0,682.0,1.0,679.0,1.0,695.5,1.0,694.0,1.0,601.5,1.0,862.5,1.0,424.0,1.0,475.5,1.0,597.0,1.0,536.5,1.0,601.0,1.0,817.0,1.0,911.0,1.0,455.0,1.0,1025.0,1.0,465.5,1.0,824.5,1.0,633.5833333333334,601.25,0.9791666666666666,160.9978170704475
19,hand_tool.n.01,screwdriver.n.01,a hand tool for driving screws; has a tip that fits into the head of a screw,True,1,1.0,1.0,817.0,1.0,335.0,1.0,395.5,1.0,705.5,1.0,458.5,1.0,350.5,1.0,407.5,1.0,1013.5,1.0,691.0,1.0,454.5,1.0,584.5,1.0,476.0,1.0,489.5,1.0,392.5,1.0,409.5,1.0,622.5,1.0,462.5,1.0,523.5,1.0,1345.5,0.5,602.0,1.0,375.5,1.0,512.0,1.0,866.5,0.5,473.0,1.0,573.4791666666666,482.75,0.9583333333333334,238.3506495812359
115,clothing.n.01,shirt.n.01,a garment worn on the upper half of the body,True,1,1.0,1.0,473.0,1.0,439.0,1.0,391.5,1.0,504.0,0.5,463.0,1.0,565.5,1.0,955.5,1.0,489.5,1.0,561.0,1.0,618.5,1.0,469.0,1.0,448.0,1.0,619.5,1.0,470.0,1.0,420.5,1.0,571.5,1.0,524.5,1.0,498.0,0.5,1076.0,1.0,646.0,1.0,410.5,1.0,662.0,1.0,418.0,0.5,406.0,1.0,545.8333333333334,493.75,0.9375,165.5849753388604
21,hand_tool.n.01,shovel.n.01,a hand tool for lifting loose material; consists of a curved container or scoop and a handle,True,1,0.5,1.0,550.5,0.5,550.5,0.5,521.0,1.0,826.0,1.0,709.0,1.0,436.0,1.0,458.0,1.0,513.0,1.0,731.5,1.0,424.5,1.0,678.5,0.5,707.5,1.0,707.5,1.0,460.5,1.0,464.5,1.0,530.5,1.0,4437.0,1.0,816.5,1.0,1170.5,0.5,755.5,1.0,348.0,0.5,440.0,1.0,708.5,0.5,690.5,1.0,776.4791666666666,614.5,0.875,800.2561068205748
111,clothing.n.01,skirt.n.02,a garment hanging from the waist; worn mainly by girls and women,True,1,0.5,1.0,499.5,1.0,542.5,0.5,462.0,1.0,510.0,1.0,440.0,0.5,387.0,1.0,491.0,0.5,461.5,1.0,625.0,1.0,612.0,1.0,585.0,1.0,570.5,1.0,583.5,1.0,530.5,1.0,606.5,1.0,725.0,0.5,688.5,1.0,533.0,1.0,849.0,1.0,727.0,1.0,908.5,1.0,999.5,1.0,524.0,1.0,503.0,1.0,598.5,556.5,0.9166666666666666,151.16525653273868
14,hand_tool.n.01,smooth_plane.n.01,a small plane for finish work,True,0,0.0,1.0,693.5,0.5,947.0,0.5,1035.5,1.0,720.5,0.5,1232.0,0.5,487.0,1.0,741.0,1.0,1272.0,1.0,693.5,0.5,731.5,0.5,1011.0,0.5,1146.5,1.0,909.5,1.0,704.0,0.5,671.0,0.5,918.5,1.0,1609.0,0.5,781.0,0.5,1049.5,1.0,837.0,0.5,657.5,0.5,694.5,0.5,963.5,0.0,935.0,1.0,893.375,873.25,0.6666666666666666,248.79698594916962
97,furniture.n.01,sofa.n.01,an upholstered seat for more than one person,True,1,1.0,1.0,396.0,1.0,437.0,1.0,383.5,1.0,535.5,1.0,623.0,1.0,335.0,1.0,426.0,1.0,578.5,0.5,477.5,1.0,509.0,1.0,524.0,1.0,557.5,1.0,698.0,1.0,410.5,1.0,429.0,1.0,642.0,1.0,597.0,1.0,552.0,1.0,708.0,1.0,476.0,1.0,412.0,1.0,594.5,1.0,558.5,1.0,348.0,1.0,508.6666666666667,516.5,0.9791666666666666,105.88125698021415
22,hand_tool.n.01,spade.n.02,a sturdy hand shovel that can be pushed into the earth with the foot,True,0,1.0,1.0,427.5,0.5,433.5,1.0,561.5,0.5,853.5,0.5,744.5,1.0,396.0,1.0,408.5,1.0,674.0,1.0,912.5,1.0,605.0,0.5,397.0,1.0,560.5,1.0,811.0,0.5,452.0,1.0,517.5,1.0,810.5,0.5,591.5,0.5,587.0,0.5,1178.0,1.0,543.0,0.5,465.0,1.0,471.0,0.5,648.0,0.5,550.5,1.0,608.2916666666666,561.0,0.7708333333333334,193.52608613438332
23,hand_tool.n.01,spatula.n.02,a hand tool with a thin flexible blade used to mix or spread soft substances,False,1,1.0,0.5,607.5,1.0,401.0,1.0,614.5,0.5,498.0,1.0,609.5,1.0,390.0,1.0,432.0,1.0,707.0,0.5,616.0,1.0,454.0,1.0,776.0,1.0,705.0,1.0,608.5,1.0,693.5,1.0,516.5,1.0,461.0,1.0,694.0,1.0,465.5,1.0,848.0,1.0,763.0,1.0,407.5,1.0,493.5,1.0,514.5,1.0,563.0,1.0,576.625,585.25,0.9583333333333334,130.51388814988235
56,musical_instrument.n.01,spinet.n.02,early model harpsichord with only one string per note,False,0,0.3,0.5,658.5,0.5,785.5,0.0,567.5,0.0,807.0,0.5,833.5,0.0,663.5,1.0,810.0,0.5,700.5,0.5,841.5,0.5,751.5,1.0,1030.5,0.5,738.0,0.5,858.5,0.5,415.5,0.0,820.0,0.5,776.0,0.0,839.0,0.5,863.0,0.0,1972.5,0.5,592.0,0.5,600.0,0.0,469.0,0.5,532.5,0.5,603.5,1.0,772.0416666666666,763.75,0.4166666666666667,293.54352749844765
25,hand_tool.n.01,square.n.08,a hand tool consisting of two straight arms at right angles; used to construct or test right angles,True,1,0.5,1.0,555.0,0.5,611.0,0.5,512.0,0.5,548.0,0.5,509.5,0.5,419.5,0.5,430.5,0.5,784.0,0.5,867.0,0.5,814.5,0.5,1113.5,0.5,1048.5,0.5,797.0,0.5,658.5,0.5,567.5,0.0,727.5,1.0,1015.0,0.5,789.0,1.0,1055.0,1.0,658.0,0.5,661.5,0.0,649.5,0.0,657.5,0.5,753.5,1.0,716.7708333333334,660.0,0.5208333333333334,195.80535916449332
99,furniture.n.01,stool.n.01,a simple seat without a back or arms,True,1,0.5,1.0,792.0,1.0,761.0,1.0,564.5,1.0,1176.5,0.0,543.0,1.0,457.0,1.0,535.5,1.0,541.0,1.0,869.5,1.0,664.0,1.0,466.5,1.0,732.5,1.0,752.5,1.0,731.0,0.0,595.5,0.5,646.5,0.0,753.5,0.5,701.5,1.0,1832.0,0.5,796.5,1.0,740.0,1.0,757.5,0.5,581.0,0.5,763.5,1.0,739.75,731.75,0.7708333333333334,277.8426204510936
64,musical_instrument.n.01,stradavarius.n.01,a violin made by Antonio Stradivari or a member of his family,True,0,0.0,1.0,1484.0,0.5,568.5,1.0,602.0,1.0,515.0,0.5,658.5,1.0,365.5,1.0,481.0,1.0,729.0,1.0,1472.0,1.0,558.5,1.0,2074.0,0.5,796.5,0.5,590.0,1.0,676.5,1.0,497.5,0.5,631.5,1.0,989.0,1.0,523.0,1.0,1366.0,1.0,492.0,1.0,616.0,1.0,669.0,0.0,757.5,1.0,725.5,0.5,784.9166666666666,645.0,0.8333333333333334,409.1518445321468
117,clothing.n.01,suit.n.01,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,True,1,0.5,1.0,402.0,1.0,391.0,1.0,508.0,1.0,432.0,1.0,496.5,1.0,375.0,1.0,452.5,1.0,642.0,1.0,673.5,1.0,556.0,1.0,558.5,1.0,484.0,1.0,681.5,1.0,439.5,1.0,474.0,1.0,552.5,0.5,680.0,1.0,541.0,1.0,749.0,1.0,671.5,1.0,529.0,1.0,426.5,1.0,565.0,1.0,455.5,1.0,530.6666666666666,518.5,0.9791666666666666,105.61493498910853
44,edible_fruit.n.01,sultana.n.01,pale yellow seedless grape used for raisins and wine,True,0,0.0,1.0,756.5,0.0,538.0,0.5,673.0,0.5,788.5,0.0,1286.0,1.0,568.5,0.5,654.5,0.0,704.5,0.5,805.5,0.5,749.5,0.5,925.0,0.5,1188.0,0.5,926.5,0.5,452.5,0.0,597.0,0.5,858.5,0.0,986.0,0.5,687.0,0.5,1070.0,0.0,560.5,0.5,681.0,0.5,498.5,0.5,324.5,0.5,770.5,0.5,752.0833333333334,727.0,0.3958333333333333,229.51464226600612
108,clothing.n.01,sweat_pants.n.01,loose-fitting trousers with elastic cuffs; worn by athletes,True,0,1.0,1.0,508.0,1.0,400.5,1.0,411.0,1.0,580.0,1.0,530.5,1.0,344.5,1.0,420.0,1.0,1016.5,1.0,902.5,1.0,473.5,1.0,719.0,1.0,493.5,1.0,571.0,1.0,507.0,1.0,428.0,1.0,656.5,1.0,838.5,1.0,450.0,1.0,1030.5,1.0,535.5,1.0,386.5,1.0,564.0,1.0,393.5,1.0,633.0,0.0,574.7291666666666,519.25,0.9583333333333334,195.58179536331144
109,clothing.n.01,sweater.n.01,a crocheted or knitted garment covering the upper part of the body,True,1,1.0,1.0,424.0,1.0,349.0,1.0,410.0,1.0,461.0,1.0,645.5,1.0,504.5,1.0,477.0,1.0,575.0,1.0,605.0,1.0,536.0,1.0,449.5,1.0,780.5,1.0,519.0,1.0,457.0,1.0,464.0,1.0,832.5,0.5,621.0,1.0,725.0,1.0,777.5,1.0,658.5,1.0,451.5,1.0,803.5,1.0,432.0,1.0,438.5,1.0,558.2083333333334,511.75,0.9791666666666666,141.7444820386522
129,clothing.n.01,swimsuit.n.01,tight fitting garment worn for swimming,True,1,0.5,1.0,450.0,1.0,453.0,1.0,404.5,1.0,432.0,1.0,468.5,1.0,397.5,1.0,459.0,1.0,945.5,1.0,728.5,1.0,466.0,1.0,516.0,1.0,540.0,1.0,517.0,1.0,404.0,1.0,500.0,1.0,648.0,1.0,1042.5,1.0,824.0,1.0,679.5,1.0,484.5,1.0,413.0,1.0,430.0,1.0,472.5,1.0,861.0,0.5,564.0208333333334,478.5,0.9791666666666666,185.76015854758305
87,furniture.n.01,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,True,1,1.0,1.0,519.5,1.0,449.5,1.0,449.0,1.0,711.0,1.0,442.0,1.0,354.0,1.0,388.0,1.0,568.0,1.0,657.5,1.0,504.5,1.0,1628.5,1.0,488.5,1.0,546.5,1.0,421.5,1.0,487.0,1.0,520.0,1.0,630.0,1.0,439.0,1.0,783.0,1.0,566.0,1.0,445.5,1.0,568.5,1.0,552.5,1.0,427.0,1.0,564.4375,512.0,1.0,248.5108829958787
116,clothing.n.01,tank_top.n.01,a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front opening; often worn over a shirt or blouse,True,0,0.0,1.0,810.0,1.0,522.5,1.0,448.5,1.0,652.5,1.0,411.0,1.0,379.5,1.0,510.0,1.0,862.5,1.0,712.0,1.0,579.0,1.0,545.5,1.0,585.0,1.0,643.0,1.0,820.5,1.0,469.5,1.0,803.0,1.0,2412.5,1.0,608.0,1.0,1002.0,1.0,625.5,1.0,521.0,0.5,505.5,1.0,541.0,1.0,595.0,1.0,690.1875,590.0,0.9791666666666666,397.43700109194225
103,furniture.n.01,throne.n.01,"the chair of state for a monarch, bishop, etc.",False,1,0.6666666666666666,0.5,549.5,1.0,371.5,1.0,462.5,1.0,466.5,1.0,818.5,1.0,554.0,1.0,404.5,1.0,718.0,1.0,968.0,1.0,505.5,1.0,510.5,1.0,464.5,1.0,720.0,1.0,491.0,1.0,467.5,1.0,716.0,1.0,502.5,1.0,526.0,1.0,738.0,1.0,540.0,1.0,549.0,1.0,557.0,1.0,556.0,1.0,883.0,1.0,584.9791666666666,544.5,1.0,153.25422748738
69,musical_instrument.n.01,trombone.n.01,a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide,True,1,0.5,1.0,530.0,1.0,450.5,0.5,490.0,1.0,413.5,1.0,1124.5,1.0,503.0,1.0,597.0,1.0,615.5,1.0,676.5,1.0,550.0,1.0,908.5,1.0,900.5,1.0,617.5,1.0,559.0,1.0,505.0,1.0,636.5,1.0,968.0,1.0,613.5,1.0,743.0,1.0,994.0,0.5,401.0,0.5,809.0,1.0,483.5,1.0,661.0,0.5,656.2708333333334,614.5,0.9166666666666666,197.91664797864138
107,clothing.n.01,trouser.n.01,"(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately",True,1,0.5,1.0,901.0,1.0,399.5,1.0,468.5,1.0,655.0,1.0,580.0,1.0,354.0,1.0,441.5,1.0,730.0,0.5,549.5,1.0,629.0,1.0,508.0,1.0,531.0,1.0,535.0,1.0,592.5,1.0,433.5,1.0,1178.5,0.5,833.0,1.0,551.0,1.0,1336.5,1.0,435.5,1.0,457.0,1.0,585.0,1.0,585.0,0.5,570.5,1.0,618.3333333333334,560.75,0.9375,235.6511638301257
27,hand_tool.n.01,trowel.n.01,a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials,True,1,0.5,1.0,861.0,0.0,620.5,0.5,692.0,0.0,508.5,1.0,882.0,0.0,496.0,1.0,576.5,1.0,958.0,0.5,632.0,0.5,731.0,0.5,464.0,1.0,1231.0,0.0,807.5,0.5,549.5,0.5,727.0,0.5,533.0,1.0,964.5,0.5,787.5,0.5,1156.0,0.5,698.0,0.5,613.5,0.0,750.0,1.0,802.5,0.5,680.0,1.0,738.3958333333334,712.5,0.5416666666666666,198.1066346126152
110,clothing.n.01,turtleneck.n.01,a sweater or jersey with a high close-fitting collar,True,0,0.0,1.0,797.0,0.0,405.0,1.0,431.5,1.0,654.5,1.0,619.5,1.0,365.0,1.0,406.0,1.0,944.5,1.0,813.5,1.0,419.5,1.0,499.0,1.0,701.0,1.0,613.5,1.0,681.0,1.0,563.5,1.0,644.0,0.0,1161.5,1.0,546.5,1.0,1031.0,1.0,481.5,0.5,473.0,1.0,699.0,1.0,515.0,1.0,838.0,0.5,637.6458333333334,616.5,0.875,208.76736997072305
131,clothing.n.01,underwear.n.01,undergarment worn next to the skin and under the outer garments,False,1,0.5,0.5,779.0,1.0,634.5,1.0,480.0,1.0,611.5,0.5,687.0,0.5,673.5,0.5,656.5,1.0,913.5,0.5,663.0,0.5,603.5,1.0,559.0,1.0,1140.0,1.0,700.0,0.5,456.5,1.0,565.0,0.5,717.0,1.0,1027.5,0.5,749.5,0.5,1872.5,1.0,1149.0,1.0,587.5,1.0,807.5,0.5,610.0,0.5,551.0,1.0,758.0833333333334,668.25,0.7708333333333334,300.48416245129783
124,clothing.n.01,uplift.n.02,a brassiere that lifts and supports the breasts,True,0,0.0,1.0,671.0,1.0,511.0,1.0,668.5,0.5,732.0,0.5,696.5,1.0,387.0,0.5,608.5,0.5,662.5,0.5,996.0,0.5,554.0,0.5,880.0,1.0,705.5,0.5,794.0,0.0,800.5,1.0,496.0,1.0,627.0,1.0,2951.0,0.5,542.5,0.5,1444.5,0.5,609.5,0.5,517.5,0.5,760.0,1.0,720.5,0.0,579.0,0.5,788.1041666666666,669.75,0.625,505.342350146363
135,clothing.n.01,veil.n.01,a garment that covers the head and face,False,1,0.7,0.5,728.5,0.5,574.5,1.0,395.0,1.0,522.0,0.5,854.5,1.0,372.5,1.0,511.0,1.0,551.5,1.0,756.5,1.0,556.5,1.0,873.0,1.0,671.5,1.0,767.5,1.0,443.5,1.0,730.5,1.0,499.0,1.0,1152.5,1.0,513.5,1.0,1270.0,1.0,711.0,1.0,565.5,1.0,620.0,0.5,751.0,1.0,773.0,1.0,673.5,645.75,0.9375,216.34337642215704
63,musical_instrument.n.01,violin.n.01,bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow,True,1,1.0,1.0,433.5,1.0,385.5,1.0,504.5,1.0,589.0,1.0,472.5,1.0,417.0,1.0,445.0,1.0,592.0,1.0,723.5,1.0,536.0,1.0,1833.5,1.0,514.0,1.0,586.5,1.0,433.0,1.0,453.5,1.0,543.0,1.0,881.5,1.0,402.0,1.0,891.5,1.0,610.0,1.0,341.0,1.0,458.5,1.0,720.5,1.0,515.0,1.0,595.0833333333334,514.5,1.0,299.97418971097096
89,furniture.n.01,wardrobe.n.01,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,True,1,1.0,1.0,649.0,1.0,394.5,1.0,536.0,1.0,497.0,1.0,495.5,1.0,404.0,1.0,503.5,1.0,602.0,1.0,899.0,0.5,635.0,1.0,834.0,1.0,468.5,1.0,585.5,1.0,378.5,1.0,495.5,1.0,561.5,1.0,987.5,1.0,585.0,1.0,1954.5,0.5,526.5,0.5,439.5,1.0,660.5,1.0,553.5,1.0,614.5,1.0,635.8541666666666,557.5,0.9375,318.5382537660412
46,edible_fruit.n.01,watermelon.n.02,large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp,True,0,1.0,1.0,501.5,1.0,319.0,1.0,372.5,1.0,372.5,1.0,557.5,1.0,375.0,1.0,510.0,1.0,766.5,1.0,543.0,1.0,472.0,1.0,448.0,1.0,464.5,1.0,569.0,1.0,405.5,1.0,422.5,1.0,436.0,1.0,553.0,1.0,596.5,1.0,660.0,1.0,491.0,1.0,432.0,1.0,457.5,1.0,536.5,1.0,488.0,1.0,489.5625,480.0,1.0,99.74187473717825
29,hand_tool.n.01,wrench.n.03,a hand tool that is used to hold or twist a nut or bolt,True,1,1.0,1.0,699.5,0.5,574.5,1.0,421.0,1.0,1815.0,0.5,615.5,1.0,380.0,1.0,451.0,1.0,529.0,1.0,485.0,1.0,605.5,0.0,440.5,1.0,767.0,1.0,1136.0,1.0,415.0,1.0,529.0,1.0,983.0,1.0,1020.5,1.0,575.0,1.0,1279.0,0.0,628.0,1.0,835.0,0.0,550.5,1.0,1044.0,0.5,723.5,0.5,729.25,610.5,0.7916666666666666,338.9840640091713
102,furniture.n.01,writing_desk.n.02,a desk for writing (usually with a sloping top),True,0,0.3333333333333333,1.0,1016.5,1.0,354.0,1.0,573.5,1.0,462.5,1.0,665.0,1.0,376.0,1.0,434.0,1.0,551.5,1.0,973.0,1.0,647.5,1.0,723.5,1.0,623.5,1.0,634.5,1.0,392.5,1.0,510.0,1.0,590.5,1.0,849.5,1.0,609.0,1.0,1127.5,1.0,484.5,1.0,629.5,1.0,644.5,0.5,633.5,1.0,514.5,1.0,625.8541666666666,616.25,0.9791666666666666,197.4512311370487
